,time,price,signal
3200,1513090800000,0.035837,hold
3201,1513094400000,0.037405,hold
3202,1513098000000,0.03644,hold
3203,1513101600000,0.034888,hold
3204,1513105200000,0.034899,hold
3205,1513108800000,0.035504,hold
3206,1513112400000,0.035967,hold
3207,1513116000000,0.035467,hold
3208,1513119600000,0.035216,hold
3209,1513123200000,0.038,hold
3210,1513126800000,0.03733,hold
3211,1513130400000,0.03713,hold
3212,1513134000000,0.036424,hold
3213,1513137600000,0.037166,hold
3214,1513141200000,0.036823,hold
3215,1513144800000,0.037062,hold
3216,1513148400000,0.038025,hold
3217,1513152000000,0.038285,hold
3218,1513155600000,0.038522,hold
3219,1513159200000,0.039184,hold
3220,1513162800000,0.040184,hold
3221,1513166400000,0.039551,hold
3222,1513170000000,0.039769,hold
3223,1513173600000,0.0403,hold
3224,1513177200000,0.043214,hold
3225,1513180800000,0.042972,hold
3226,1513184400000,0.04302,hold
3227,1513188000000,0.042217,hold
3228,1513191600000,0.041833,hold
3229,1513195200000,0.042521,hold
3230,1513198800000,0.04205,hold
3231,1513202400000,0.04151,hold
3232,1513206000000,0.041769,hold
3233,1513209600000,0.042811,hold
3234,1513213200000,0.044259,hold
3235,1513216800000,0.04503,hold
3236,1513220400000,0.044895,hold
3237,1513224000000,0.044908,hold
3238,1513227600000,0.045728,hold
3239,1513231200000,0.044602,hold
3240,1513234800000,0.04488,hold
3241,1513238400000,0.044845,hold
3242,1513242000000,0.04474,hold
3243,1513245600000,0.045763,hold
3244,1513249200000,0.043526,hold
3245,1513252800000,0.042279,hold
3246,1513256400000,0.041728,hold
3247,1513260000000,0.041451,hold
3248,1513263600000,0.040529,hold
3249,1513267200000,0.04156,hold
3250,1513270800000,0.04111,hold
3251,1513274400000,0.040696,hold
3252,1513278000000,0.039743,hold
3253,1513281600000,0.04061,hold
3254,1513285200000,0.041438,hold
3255,1513288800000,0.041485,hold
3256,1513292400000,0.041384,hold
3257,1513296000000,0.04155,hold
3258,1513299600000,0.0383,hold
3259,1513303200000,0.036778,hold
3260,1513306800000,0.035307,hold
3261,1513310400000,0.037477,hold
3262,1513314000000,0.037387,hold
3263,1513317600000,0.037743,hold
3264,1513321200000,0.038303,hold
3265,1513324800000,0.038428,hold
3266,1513328400000,0.038036,hold
3267,1513332000000,0.035987,hold
